CODI_CAPA,NOM_CAPA_CAT,NOM_CAPA_CAST,NOM_CAPA_ANG,COORD_X,COORD_Y,EQUIPAMENT,TELEFON,ADRECA
C010,Cocteleries,Coctelerias,Cocktail bars,431197.176,4582161.418,Pub Irlandes McCarthy's Bar,932681003,Via Laietana 0044
C010,Cocteleries,Coctelerias,Cocktail bars,431322.819,4581907.316,Antiquari,933100435,C Veguer 13
C010,Cocteleries,Coctelerias,Cocktail bars,431347.926,4581736.179,Bar Restaurant Magnolia,933042376,C Ciutat 5
C010,Cocteleries,Coctelerias,Cocktail bars,431437.443,4582235.946,Bar musical Rococo,932691658,C Gombau 5*7
C010,Cocteleries,Coctelerias,Cocktail bars,431460.565,4581545.253,Bar Restaurant Cafe Milans,932689392,C Milans 7
C010,Cocteleries,Coctelerias,Cocktail bars,431507.478,4584682.09,Cocteleria Casablanca,934552924,C Dos de Maig 277
C010,Cocteleries,Coctelerias,Cocktail bars,431511.744,4581636.171,Cocteleria Shango,null,C Groc 2
C010,Cocteleries,Coctelerias,Cocktail bars,431513.064,4582228.643,Bar Cocteleria Mama Shake,664096932,C Fonollar 8
C010,Cocteleries,Coctelerias,Cocktail bars,431539.9,4581616.006,Cocteleria Milk,932680922,C Gignas 21
C010,Cocteleries,Coctelerias,Cocktail bars,431539.9,4581616.006,Cocteleria Milk,null,C Gignas 21
C010,Cocteleries,Coctelerias,Cocktail bars,431559.448,4581844.75,L'Art Privat,932687698,C Manresa 4*6
C010,Cocteleries,Coctelerias,Cocktail bars,431565.384,4581494.563,El Rabipelao,null,C Merce 26
C010,Cocteleries,Coctelerias,Cocktail bars,431574.374,4581947.118,Octubre,933105932,Grunyi 11
C010,Cocteleries,Coctelerias,Cocktail bars,431599.393,4582100.1,Restaurant Iggy ristorante + drinks,933194906,C Princesa 29
C010,Cocteleries,Coctelerias,Cocktail bars,431604.438,4581572.361,Cocteleria Maria Mulata,932955584,C Merce 27
C010,Cocteleries,Coctelerias,Cocktail bars,431610.492,4586200.485,Bar musical La Torre Rosa,933408854,C Pinar del Rio 54
C010,Cocteleries,Coctelerias,Cocktail bars,431613.652,4586208.718,Bar musical La Torre Rosa,933408854,C Francesc Tarrega 22
C010,Cocteleries,Coctelerias,Cocktail bars,431625.023,4582244.978,Cocteleria Upiaywasi,932680154,C Allada-Vermell 0011
C010,Cocteleries,Coctelerias,Cocktail bars,431634.41,4581938.024,Restaurant Cocteleria La Fianna,933151810,C Banys Vells 15
C010,Cocteleries,Coctelerias,Cocktail bars,431722.062,4580960.284,Restaurant Martina's *Maremagnum,932258154,Moll Espanya 5
C010,Cocteleries,Coctelerias,Cocktail bars,431733.962,4581889.403,Bar The Rock,619432737,Pl Fossar de les Moreres 5
C010,Cocteleries,Coctelerias,Cocktail bars,431744.694,4582185.485,Bar Musical Club Mix,933194696,Comerc 21
C010,Cocteleries,Coctelerias,Cocktail bars,431749.435,4582073.118,Cocteleria Gimlet,933101027,Rec 24
C010,Cocteleries,Coctelerias,Cocktail bars,431751.235,4581990.741,Cocteleria Tripode,933195378,Pg Born 17
C010,Cocteleries,Coctelerias,Cocktail bars,431757.42,4581947.614,Creps al Born,932690325,Pg Born 12
C010,Cocteleries,Coctelerias,Cocktail bars,431760.97,4582010.383,Cocteleria El Copetin,933194496,Pg Born 0019
C010,Cocteleries,Coctelerias,Cocktail bars,431762.338,4582111.954,Rouge Bar,932684514,Pl Comercial 2
C010,Cocteleries,Coctelerias,Cocktail bars,431766.29,4581965.481,Borne 18,933193612,Pg Born 18
C010,Cocteleries,Coctelerias,Cocktail bars,431766.434,4582021.45,Cocteleria Nose,null,Pg Born 21
C010,Cocteleries,Coctelerias,Cocktail bars,431781.041,4581997.794,Bar Restaurant Cocteleria El Born,933195333,Pg Born 26
C010,Cocteleries,Coctelerias,Cocktail bars,431817.549,4582262.007,Bar Musical The Glass Bar,932691384,Pg Picasso 20
C010,Cocteleries,Coctelerias,Cocktail bars,431829.094,4581859.487,Cocteleria Coppelia,935016634,C Rera Palau 4
C010,Cocteleries,Coctelerias,Cocktail bars,432297.484,4581009.336,Bar Restaurant Zahara,932213765,Pg J Borbo Comte Barcelona 69
C010,Cocteleries,Coctelerias,Cocktail bars,433133.613,4582358.873,Bar Musical Smar *Port Olimpic,932210245,Port Olimpic 100*LP
C010,Cocteleries,Coctelerias,Cocktail bars,433133.613,4582358.873,Cocteleria Jugolandia *Port Olimpic,932211067,Port Olimpic 100*LP
C010,Cocteleries,Coctelerias,Cocktail bars,433133.613,4582358.873,O.K. Dance *Port Olimpic,932210031,Port Olimpic 100*LP
C010,Cocteleries,Coctelerias,Cocktail bars,433609.762,4583974.228,Restaurant La Orquidea,933300303,C Llull 230
C010,Cocteleries,Coctelerias,Cocktail bars,434177.454,4584144.898,Club Barman-Associacio de Barmans Espanyols,934312302,Pg Taulat 243
C011,Discoteques,Discotecas,Discotheques,425650.519,4581915.175,Ribelino's Club,934486875,Av Diagonal 661*667
C011,Discoteques,Discotecas,Discotheques,425690.323,4581196.885,Discoteca La Sal,932177732,Av Manuel Azana 1
C011,Discoteques,Discotecas,Discotheques,425734.191,4582643.314,Discoteca Quartier,932051203,Santa Caterina de Siena 0028
C011,Discoteques,Discotecas,Discotheques,426046.906,4581663.85,Discoteca Up & Down,934486115,Av Doctor Maranon 17
C011,Discoteques,Discotecas,Discotheques,427445.853,4581538.361,Deyvisa,933303947,Av Madrid 160
C011,Discoteques,Discotecas,Discotheques,427445.853,4581538.361,Discoteca Nick,933305217,Av Madrid 160
C011,Discoteques,Discotecas,Discotheques,427478.963,4581261.849,Escola de ball La Clave,934903494,Tenor Masini 65
C011,Discoteques,Discotecas,Discotheques,427624.681,4581492.815,Discoteca Nairobi,null,Violant Hongria Rna Arago 132
C011,Discoteques,Discotecas,Discotheques,427807.973,4582585.485,Discoteca Bikini,933220800,Av Diagonal 547
C011,Discoteques,Discotecas,Discotheques,428124.188,4582663.902,Restaurant La Vaqueria-Discoteca,934190735,Deu i Mata 141
C011,Discoteques,Discotecas,Discotheques,428135.505,4582951.903,Bacarra,932004403,Bori i Fontesta 25
C011,Discoteques,Discotecas,Discotheques,428266.939,4582893.025,Sala BeCool,933620413,Pl Joan Llongueras 5
C011,Discoteques,Discotecas,Discotheques,428581.006,4581312.168,Discotheque Barcelona,934268444,Tarragona 141*147
C011,Discoteques,Discotecas,Discotheques,428672.236,4582917.791,Discoteca Zacarias,933210922,Av Diagonal 477
C011,Discoteques,Discotecas,Discotheques,428733.892,4580289.357,Bar Musical The Real Club Danzatoria *P Espanyol,null,Av Av Francesc Ferrer Guardia 25
C011,Discoteques,Discotecas,Discotheques,428733.892,4580289.357,Discoteca Discotheque *Poble Espanyol,934231285,Av Francesc Ferrer Guardia 13*27
C011,Discoteques,Discotecas,Discotheques,428733.892,4580289.357,Discoteca La Terrrazza *Poble Espanyol,934231285,Av Francesc Ferrer Guardia 13*27
C011,Discoteques,Discotecas,Discotheques,428733.892,4580289.357,Discoteca Penelope *Poble Espanyol,934234946,Av Francesc Ferrer Guardia 13*25
C011,Discoteques,Discotecas,Discotheques,428733.892,4580289.357,Restaurant Bodeguita del Poble *Poble Espanyol,934246110,Av Francesc Ferrer Guardia 25
C011,Discoteques,Discotecas,Discotheques,428786.616,4581964.314,Discoteca Performance con Atxe,933211075,C Provenca 43
C011,Discoteques,Discotecas,Discotheques,428858.087,4580744.468,Discoteca Hot,934248331,C Mexic 7*9
C011,Discoteques,Discotecas,Discotheques,428955.68,4583115.79,Luz de Gas,932097711,C Muntaner 246
C011,Discoteques,Discotecas,Discotheques,428955.68,4583115.79,Luz de Gas-Sala B,932097711,C Muntaner 246
C011,Discoteques,Discotecas,Discotheques,429013.869,4583246.615,Discoteca Get Back - Magic No,932011377,Aribau 242
C011,Discoteques,Discotecas,Discotheques,429035.777,4582811.433,Discoteca Mary's Place,662094937,C Casanova 171
C011,Discoteques,Discotecas,Discotheques,429037.342,4582043.298,Agua de Luna,934100440,Viladomat 211
C011,Discoteques,Discotecas,Discotheques,429040.877,4583759.772,Discoteca Otto Zutz,932380722,C Lincoln 15
C011,Discoteques,Discotecas,Discotheques,429042.113,4583218.15,Discoteca Costa Breve,934142778,Aribau 230
C011,Discoteques,Discotecas,Discotheques,429160.473,4583644.052,Free Girls,932172296,Maria Cubi 4
C011,Discoteques,Discotecas,Discotheques,429179.292,4583267.84,Discoteca Sutton The Club,934144217,C Tuset 13
C011,Discoteques,Discotecas,Discotheques,429228.453,4583207.038,Discoteca Ruta 66,null,C Moia 1
C011,Discoteques,Discotecas,Discotheques,429391.531,4580680.809,Hotel Fira Palace-Discoteca,934262223,Av Rius i Taulet 1
C011,Discoteques,Discotecas,Discotheques,429408.753,4581998.199,Discoteca Antilla BCN Latin Club,934512151,Arago 141*143
C011,Discoteques,Discotecas,Discotheques,429611.313,4583576.95,Bar musical Alfa,934151824,Gran de Gracia 36
C011,Discoteques,Discotecas,Discotheques,429612.493,4582945.727,Discoteca Mojito Club,654201006,C Rossello 217
C011,Discoteques,Discotecas,Discotheques,429623.368,4583875.159,Bar musical Eldorado,null,Pl Sol 4
C011,Discoteques,Discotecas,Discotheques,429676.785,4582538.416,Discoteca Deja Vu,null,C Aribau 81
C011,Discoteques,Discotecas,Discotheques,429699.044,4583000.204,Nick Havanna,932177732,C Rossello 208
C011,Discoteques,Discotecas,Discotheques,429773.644,4582729.943,Matinee 2000,934530510,C Mallorca 219
C011,Discoteques,Discotecas,Discotheques,429877.568,4583395.821,Sala de Ball Duvet,932374322,Corsega 0327
C011,Discoteques,Discotecas,Discotheques,429964.606,4584734.256,Sala KGB,932105906,C Ca l'Alegre de Dalt 55
C011,Discoteques,Discotecas,Discotheques,430059.448,4584328.222,Discoteca Almo2bar,932199345,C Bruniquer 59
C011,Discoteques,Discotecas,Discotheques,430067.623,4582520.751,Discoteca Tunnel Club,null,C Balmes 51
C011,Discoteques,Discotecas,Discotheques,430108.282,4586985.585,Bio-Discoteca,934207227,Tajo 35
C011,Discoteques,Discotecas,Discotheques,430145.436,4581930.494,Discoteca Metro,933235227,C Sepulveda 185
C011,Discoteques,Discotecas,Discotheques,430193.402,4582423.19,Discoteca Arena,934878342,C Balmes 32
C011,Discoteques,Discotecas,Discotheques,430195.402,4582552.208,Discoteca Trauma,934875109,C Consell de Cent 288
C011,Discoteques,Discotecas,Discotheques,430216.28,4582572.728,Discoteca The Roxy Blue Barcelona,null,C Consell de Cent 294
C011,Discoteques,Discotecas,Discotheques,430221.377,4582419.932,Discoteca Arena Classic,934878342,Diputacio 233
C011,Discoteques,Discotecas,Discotheques,430362.59,4582371.501,Discoteca Arena Vip - Arena Dandy,933172494,G.V. Corts Catalanes 593
C011,Discoteques,Discotecas,Discotheques,430511.869,4584099.014,Discoteca Almodo-bar,932073855,C Grassot 36
C011,Discoteques,Discotecas,Discotheques,430516.054,4580691.034,Bar musical  Discoteca Plataforma,933290029,C Nou de la Rambla 145
C011,Discoteques,Discotecas,Discotheques,430559.841,4582336.011,Sala Music Hall,931240077,Rbla Catalunya 4
C011,Discoteques,Discotecas,Discotheques,430967.018,4580872.764,Brisas del Caribe,934424428,Av Paral.lel 37
C011,Discoteques,Discotecas,Discotheques,430998.053,4581259.007,Enfants,934120048,Guardia 3
C011,Discoteques,Discotecas,Discotheques,431039.195,4582540.708,Discoteca Dboy,933180686,Rda Sant Pere 19*21
C011,Discoteques,Discotecas,Discotheques,431108.272,4581260.59,Discoteca Moog,933017282,C Arc del Teatre 3
C011,Discoteques,Discotecas,Discotheques,431125.253,4581534.998,Sidecar Factory Club,933177666,Pl Reial 7
C011,Discoteques,Discotecas,Discotheques,431125.253,4581534.998,Sidecar Factory Club-Sala-Escenari,933177666,Pl Reial 7
C011,Discoteques,Discotecas,Discotheques,431129.889,4581327.9,Panam's,933022009,C la Rambla 27
C011,Discoteques,Discotecas,Discotheques,431132.168,4581441.638,Jamboree,933191789,Pl Reial 17
C011,Discoteques,Discotecas,Discotheques,431132.168,4581441.638,Sala Tarantos,933191789,Pl Reial 17
C011,Discoteques,Discotecas,Discotheques,431160.073,4581498.158,Discoteca Karma,933025680,Pl Reial 10
C011,Discoteques,Discotecas,Discotheques,431183.416,4581381.242,Discoteca New York Club,933188730,C Escudellers 5*7
C011,Discoteques,Discotecas,Discotheques,431377.8,4584188.851,Escola Bailongu-Salsongu,932471602,Ptge Utset 11*13
C011,Discoteques,Discotecas,Discotheques,431608.834,4583518.47,Sala de Ball Nueva epoca,932324345,G.V. Corts Catalanes 770
C011,Discoteques,Discotecas,Discotheques,431671.623,4587586.401,Discoteca Blond  *Heron City,933620200,Av Rio de Janeiro 42
C011,Discoteques,Discotecas,Discotheques,431671.623,4587586.401,Discoteca Max Fiesta *Heron City,933620200,Av Rio de Janeiro 42
C011,Discoteques,Discotecas,Discotheques,431671.623,4587586.401,Discoteca Milpasos *Heron City,933620200,Av Rio de Janeiro 42
C011,Discoteques,Discotecas,Discotheques,431751.78,4581633.188,Sala Monasterio,609780405,Pg Isabel II 4
C011,Discoteques,Discotecas,Discotheques,431951.834,4582125.078,Discoteca Magic Rock Barcelona,933107267,Pg Picasso 40
C011,Discoteques,Discotecas,Discotheques,432076.964,4587234.418,Discoteca Soweto,null,C Socrates 68
C011,Discoteques,Discotecas,Discotheques,432132.54,4581895.181,Discoteca Stardust,933196562,Av Marques de l'Argentera 6
C011,Discoteques,Discotecas,Discotheques,432263.242,4583227.555,Discoteca Metal Zone,933007954,Almogavers 88
C011,Discoteques,Discotecas,Discotheques,432291.286,4584903.951,Discoteca Piratas,932313877,Muntanya 16
C011,Discoteques,Discotecas,Discotheques,432376.59,4583239.018,Sala Fundacio Magica,616 287 197,C Zamora 86
C011,Discoteques,Discotecas,Discotheques,432390.749,4583269,Discoteca Boveda,934854296,C Pallars 97
C011,Discoteques,Discotecas,Discotheques,432432.977,4585633.342,Disco Bar Terminal 25,933513158,C Felip II 25
C011,Discoteques,Discotecas,Discotheques,432451.78,4583757.597,Discoteca Merlin,933090565,C avila 142
C011,Discoteques,Discotecas,Discotheques,432473.003,4583429.847,Razzmatazz,933208200,C Almogavers 122
C011,Discoteques,Discotecas,Discotheques,432481.401,4583620.247,Discoteca The Factory BCN,null,Sancho de Avila 78
C011,Discoteques,Discotecas,Discotheques,432489.126,4583336.189,Razzmatazz,933208200,C Pamplona 88
C011,Discoteques,Discotecas,Discotheques,432572.524,4583895.861,Discoteca Feeling,933005927,C Tanger 86
C011,Discoteques,Discotecas,Discotheques,432824.682,4581841.005,Opium Mar Bcn,932259100,Pg Maritim Barceloneta 34
C011,Discoteques,Discotecas,Discotheques,432917.607,4582123.244,Discoteca Catwalk *Marina Village,932216161,C Ramon Trias Fargas 2*4
C011,Discoteques,Discotecas,Discotheques,432919.721,4582244.047,Gran Casino de Barcelona-Discoteca Baccara,932257878,Marina 19*21
C011,Discoteques,Discotecas,Discotheques,432990.626,4582346.474,Discoteca Coyote Ugly *Av Litoral,933013030,Av Litoral 24
C011,Discoteques,Discotecas,Discotheques,433224.07,4583499.027,Discoteca Mephisto,933091315,Roc Boronat 33
C011,Discoteques,Discotecas,Discotheques,434246.248,4584934.776,Discoteca Salsa Nova,933072212,Josep Pla 69
C013,Karaokes,Karaokes,Karaoke bars,427445.853,4581538.361,Discoteca Nick,933305217,Av Madrid 160
C013,Karaokes,Karaokes,Karaoke bars,427900.945,4582440.96,Bar musical  Sing Sing!,null,C Taquigraf Garriga 106
C013,Karaokes,Karaokes,Karaoke bars,428434.562,4583203.526,Restaurant  Xines Long Fong,932099320,C Calvet 50
C013,Karaokes,Karaokes,Karaoke bars,428845.655,4581856.911,Bar musical A viva voz,934194081,Rocafort 187
C013,Karaokes,Karaokes,Karaoke bars,429322.437,4582900.877,Bar musical Cocteleria Selmos,934108210,Aribau 153
C013,Karaokes,Karaokes,Karaoke bars,429481.889,4582577.295,Bar musical Contraste,933234785,Muntaner 130
C013,Karaokes,Karaokes,Karaoke bars,430087.344,4581843.487,Bar musical La Cama,933259120,C Sepulveda 178
C013,Karaokes,Karaokes,Karaoke bars,430156.981,4583671.37,Restaurant Xines Zhao Yang,934592962,C Corsega 391
C013,Karaokes,Karaokes,Karaoke bars,430511.869,4584099.014,Discoteca Almodo-bar,932073855,C Grassot 36
C013,Karaokes,Karaokes,Karaoke bars,431113.315,4583292.977,Karaoke Weekend,932465507,Diputacio 365
C013,Karaokes,Karaokes,Karaoke bars,431828.592,4583577.348,Bar Restaurant Menta,932650135,C Casp 171
C013,Karaokes,Karaokes,Karaoke bars,432068.167,4584976.428,Cafeteria Restaurant El Sandwich Gigante,934501287,C Mallorca 601
C013,Karaokes,Karaokes,Karaoke bars,432118.512,4585542.57,Restaurant Il Signore,933492922,Av Meridiana 229
C013,Karaokes,Karaokes,Karaoke bars,432923.35,4582560.876,Karaoke Touch Music,932255091,C Joan Miro 8
C014,Sales de festes,Salas de fiestas,Party halls,428092.562,4583829.313,Jazz Room - La Cova del Drac,933191789,Vallmajor 33
C014,Sales de festes,Salas de fiestas,Party halls,429404.313,4581589.328,Sala de Ball Tango,934231420,C Diputacio 94
C014,Sales de festes,Salas de fiestas,Party halls,432917.607,4582123.244,Discoteca Catwalk *Marina Village,932216161,C Ramon Trias Fargas 2*4
C014,Sales de festes,Salas de fiestas,Party halls,433032.032,4582666.456,Restaurant Panic Atac*Centre de la Vila,934125577,Av Icaria 164
C015,Salons de ball,Salones de baile,Dancehalls,429037.342,4582043.298,Agua de Luna,934100440,Viladomat 211
C015,Salons de ball,Salones de baile,Dancehalls,429061.535,4581025.202,Flamencas Show,934230036,G.V. Corts Catalanes 390
C015,Salons de ball,Salones de baile,Dancehalls,429210.03,4581242.992,Sala de ball Marabu,934231561,G.V. Corts Catalanes 419
C015,Salons de ball,Salones de baile,Dancehalls,429404.313,4581589.328,Sala de Ball Tango,934231420,C Diputacio 94
C015,Salons de ball,Salones de baile,Dancehalls,429877.568,4583395.821,Sala de Ball Duvet,932374322,Corsega 0327
C015,Salons de ball,Salones de baile,Dancehalls,430543.606,4581236.004,Sala d'assaig de dansa La Poderosa,934431980,C Riereta 18
C015,Salons de ball,Salones de baile,Dancehalls,430932.849,4584053.367,Sala de ball Niza,934578378,Pl Sagrada Familia 0012
C015,Salons de ball,Salones de baile,Dancehalls,431098.485,4581365.833,Tabu,933171055,la Rambla 33
C015,Salons de ball,Salones de baile,Dancehalls,431608.834,4583518.47,Sala de Ball Nueva epoca,932324345,G.V. Corts Catalanes 770
C015,Salons de ball,Salones de baile,Dancehalls,432917.607,4582123.244,Discoteca Catwalk *Marina Village,932216161,C Ramon Trias Fargas 2*4
C016,Tablaos flamencs,Tablaos flamencos,Flamenco clubs,428733.892,4580289.357,Restaurant Tablao de Carmen *Poble Espanyol,933256895,Av Francesc Ferrer Guardia 13*27
C016,Tablaos flamencs,Tablaos flamencos,Flamenco clubs,428740.471,4582815.919,Restaurant Tirititran,934108677,C Buenos Aires 28
C016,Tablaos flamencs,Tablaos flamencos,Flamenco clubs,429013.869,4583246.615,Restaurant El Patio Andaluz *Aribau,932093378,C Aribau 242
C016,Tablaos flamencs,Tablaos flamencos,Flamenco clubs,429061.535,4581025.202,Flamencas Show,934230036,G.V. Corts Catalanes 390
C016,Tablaos flamencs,Tablaos flamencos,Flamenco clubs,430899.635,4581333.309,Venta Flamenco Barcelona,670437577,C Marques de Barbera 6
C016,Tablaos flamencs,Tablaos flamencos,Flamenco clubs,431077.895,4581360.386,Restaurant Tablao El Cordobes,933175711,C la Rambla 35
C016,Tablaos flamencs,Tablaos flamencos,Flamenco clubs,431261.343,4581407.044,Bar Musical Macarena Club,null,C Nou de Sant Francesc 5
C016,Tablaos flamencs,Tablaos flamencos,Flamenco clubs,432374.988,4586088.6,Blanca Paloma,933497008,Costa Rica 29
C018,Teatres,Teatros,Theatres,426585.228,4583752.595,Centre Parroquial de Sant Vicenc de Sarria-Teatre,932039772,C Pare Miquel de Sarria 8
C018,Teatres,Teatros,Theatres,426908.341,4584484.398,Escola Pia de Sarria-Calassanc-Teatre,932120908,C Immaculada 25*35
C018,Teatres,Teatros,Theatres,427498.487,4580513.233,Escola Cavall Bernat-Teatre,933322930,Rbla Badal 113
C018,Teatres,Teatros,Theatres,427582.895,4584419.136,Centre Educatiu La Salle Bonanova-Teatre,932540950,Pg Bonanova 8
C018,Teatres,Teatros,Theatres,427667.144,4583721.962,Centre Educatiu Santa Teresa - Ganduxer-Teatre,932123354,C Ganduxer 85
C018,Teatres,Teatros,Theatres,427986.296,4580369.768,Parroquia de Sant Medir-Teatre,null,C Constitucio 17
C018,Teatres,Teatros,Theatres,428107.834,4580864.712,Cooperativa Nova Obrera,934216740,C Guadiana 22
C018,Teatres,Teatros,Theatres,428109.066,4583465.366,Institucio Cultural del CIC-Teatre,932001133,Via Augusta 205
C018,Teatres,Teatros,Theatres,428225.068,4580604.176,Sala FlyHard,null,C Alpens 3
C018,Teatres,Teatros,Theatres,428448.846,4581259.354,Centre Civic Casinet d'Hostafrancs-Teatre,934230440,C Rector Triado 53
C018,Teatres,Teatros,Theatres,428564.67,4581011.215,Ateneu Montserrat-Teatre,934317555,C Torre d'en Damians 6*8
C018,Teatres,Teatros,Theatres,428592.466,4578772.54,Escola Barkeno-Teatre,932230829,Cisell 15
C018,Teatres,Teatros,Theatres,428737.249,4583849.44,Escuela Suiza-Teatre,932096544,C Alfons XII 95*105
C018,Teatres,Teatros,Theatres,428805.508,4582907.186,Teatre Akademia,934951447,C Buenos Aires 47*49
C018,Teatres,Teatros,Theatres,428955.68,4583115.79,Luz de Gas,932097711,C Muntaner 246
C018,Teatres,Teatros,Theatres,429194.624,4583469.496,Escola Pia Balmes-Teatre,932178612,C Balmes 208
C018,Teatres,Teatros,Theatres,429293.006,4584124.224,Cercle Catolic de Gracia-Teatre,932181001,C Santa Magdalena 12-14
C018,Teatres,Teatros,Theatres,429380.716,4580533.211,Barcelona Teatre Musical,934231541,C Guardia Urbana 7
C018,Teatres,Teatros,Theatres,429436.61,4583990.519,Centre Artesa Tradicionarius-Teatre - Auditori,932184485,Trvs Sant Antoni 6*8
C018,Teatres,Teatros,Theatres,429441.245,4583835.245,Centre Moral i Instructiu de Gracia-Teatre,932181964,C Ros de Olano 9
C018,Teatres,Teatros,Theatres,429513.11,4584515.9,Lluisos de Gracia,932183372,Pl Nord 0007
C018,Teatres,Teatros,Theatres,429516.903,4581202.45,Centre Educatiu Salesia de Sant Josep-Teatre,934231234,C Rocafort 42
C018,Teatres,Teatros,Theatres,429521.974,4581319.993,Centre Educatiu Maria Auxiliadora-Teatre,933257712,Sepulveda 71
C018,Teatres,Teatros,Theatres,429529.948,4582086.29,Guasch Teatre,934513462,C Arago 140
C018,Teatres,Teatros,Theatres,429547.014,4584013.448,Teatre Lliure-Sala Lliure de Gracia,932892770,C Montseny 47
C018,Teatres,Teatros,Theatres,429552.038,4583360.069,Jove Teatre Regina,932181512,C Seneca 22
C018,Teatres,Teatros,Theatres,429581.925,4584232.186,Fundacio Orfeo Gracienc-Teatre,932374302,C Asturies 83
C018,Teatres,Teatros,Theatres,429615.943,4580435.078,Mercat de les Flors Centre de les Arts de Moviment-Sala Maria Aurelia Capmany,934261875,Lleida 0059
C018,Teatres,Teatros,Theatres,429615.943,4580435.078,Mercat de les Flors Centre de les Arts de Moviment-Sala Sebastia Gasch,934261875,Lleida 0059
C018,Teatres,Teatros,Theatres,429615.943,4580435.078,Teatre Lliure-Sala Fabia Puigserver,932892770,Pg Santa Madrona 40*46
C018,Teatres,Teatros,Theatres,429630.935,4580450.608,Institut del Teatre-Teatre Estudi,932273900,Pl Margarida Xirgu 1
C018,Teatres,Teatros,Theatres,429630.935,4580450.608,Mercat de les Flors Centre de les Arts de Moviment-Sala Ovidi Montllor,934261875,Pl Margarida Xirgu 1
C018,Teatres,Teatros,Theatres,429630.935,4580450.608,Teatre Lliure,932892770,Pl Margarida Xirgu 1
C018,Teatres,Teatros,Theatres,429630.935,4580450.608,Teatre Lliure-Sala Espai Lliure,932892770,Pl Margarida Xirgu 1
C018,Teatres,Teatros,Theatres,429630.935,4580450.608,Teatre Lliure-Sala Fabia Puigserver,932892770,Pl Margarida Xirgu 1
C018,Teatres,Teatros,Theatres,429640.469,4584091.362,Espai Escenic Ruqueria Querubi,607780402,C Perla 11
C018,Teatres,Teatros,Theatres,429651.581,4581990.066,Villarroel Teatre,934511234,Villarroel 87
C018,Teatres,Teatros,Theatres,429714.617,4580166.047,Teatre Grec,933161000,Pg Santa Madrona 36
C018,Teatres,Teatros,Theatres,429760.671,4584069.364,Teatreneu Multisales,932853712,C Terol 26*28
C018,Teatres,Teatros,Theatres,429760.671,4584069.364,Teatreneu Multisales-Sala Cafe Teatre,932853712,C Terol 26
C018,Teatres,Teatros,Theatres,429760.671,4584069.364,Teatreneu Multisales-Sala Xavier Fabregas,932853712,C Terol 26
C018,Teatres,Teatros,Theatres,429760.671,4584069.364,Teatreneu Multisales-Sala del Mig,932853712,Terol 26
C018,Teatres,Teatros,Theatres,429785.189,4584383.982,La Casa dels Musics-El Teatre Mes Petit,932849920,Encarnacio 25
C018,Teatres,Teatros,Theatres,429854.167,4580183.393,Fundacio Joan Miro-Teatre,934439470,Av Miramar 1
C018,Teatres,Teatros,Theatres,429866.05,4587146.764,Foment Hortenc-Teatre,934291040,C Alt de Mariner 15
C018,Teatres,Teatros,Theatres,429928.206,4587052.099,Ateneu Cultural Hortenc-Teatre,933573040,C Pere Pau 8
C018,Teatres,Teatros,Theatres,429945.706,4582943.344,Alexandra Teatre,932853712,Rbla Catalunya 90
C018,Teatres,Teatros,Theatres,429964.605,4584734.256,Espai de Creacio Sala Beckett - Obrador Internacional de Dramaturgia,932845312,C Ca l'Alegre de Dalt 55*LB
C018,Teatres,Teatros,Theatres,429965.692,4583933.29,Associacio Catalana per la Integracio i el Desenvolupament Huma-Teatre,932859977,C Siracusa 53
C018,Teatres,Teatros,Theatres,430001.29,4584382.266,Almeria Teatre,null,C Sant Lluis 64
C018,Teatres,Teatros,Theatres,430116.639,4581029.541,Centre Civic Cotxeres Borrell-Espai Escenic Avelli Artis Gener 'Tisner',93 324 8350,C Viladomat 2-8
C018,Teatres,Teatros,Theatres,430125.043,4581931.646,Sala Muntaner,933235227,C Muntaner 4
C018,Teatres,Teatros,Theatres,430244.057,4580902.992,Teatre Condal,934423132,Av Paral.lel 91
C018,Teatres,Teatros,Theatres,430250.91,4581947.545,Teatre Goya Codorniu,933435323,C Joaquin Costa 68
C018,Teatres,Teatros,Theatres,430291.203,4581412.986,Centre parroquial Nostra Sra. del Carme-Teatre,934433464,C Sant Antoni Abat 12
C018,Teatres,Teatros,Theatres,430291.203,4581412.986,Teatre del  Raval,934433999,C Sant Antoni Abat 12
C018,Teatres,Teatros,Theatres,430317.052,4581255.201,Riereta Teatre Estable,934429844,Reina Amalia 3
C018,Teatres,Teatros,Theatres,430363.212,4583090.419,Centre Civic La Casa Elizalde-Sala de teatre,934880590,Valencia 0302
C018,Teatres,Teatros,Theatres,430428.142,4581912.386,Centre de Cultura Contemporania de Barcelona-Sala Raval,933064100,C Montalegre 5
C018,Teatres,Teatros,Theatres,430428.142,4581912.386,Centre de Cultura Contemporania de Barcelona-Teatre CCCB,933064100,C Montalegre 5
C018,Teatres,Teatros,Theatres,430437.291,4582906.23,Centre Educatiu Lestonnac-Teatre,932159900,C Pau Claris 131
C018,Teatres,Teatros,Theatres,430466.996,4581029.892,Nou Tantarantana Teatre,934417022,C Flors 22
C018,Teatres,Teatros,Theatres,430477.435,4581351.817,El Llantiol,933299009,C Riereta 7
C018,Teatres,Teatros,Theatres,430559.841,4582336.011,Sala Music Hall,931240077,Rbla Catalunya 4
